iter	Logloss
495	0.3229589253
496	0.3227628708
497	0.3226003373
498	0.322487804
499	0.3224721446
500	0.32239027
501	0.322295512
502	0.3221338497
503	0.322031493
504	0.3218133978
505	0.3215402202
506	0.3214943879
507	0.3212709202
508	0.3212291583
509	0.321148722
510	0.3210024662
511	0.3209446535
512	0.3208349277
513	0.320757205
514	0.3206696092
515	0.3206447522
516	0.3203922938
517	0.320267466
518	0.3201093496
519	0.3198775648
520	0.3195965968
521	0.3194584263
522	0.3193890081
523	0.3193778402
524	0.3190955919
525	0.3190497833
526	0.3189663841
527	0.3185280921
528	0.3184357642
529	0.3183643257
530	0.3181990381
531	0.318087665
532	0.3179354968
533	0.3179196617
534	0.3177891777
535	0.3177563939
536	0.3176979112
537	0.3175510998
538	0.3173536039
539	0.3171612342
540	0.3169152294
541	0.3168045201
542	0.3167337318
543	0.3166851509
544	0.3166548982
545	0.3166126459
546	0.31649502
547	0.3162228961
548	0.3161855145
549	0.3160798992
550	0.315912248
551	0.3158209201
552	0.3156874279
553	0.3156444189
554	0.3155403165
555	0.3153960639
556	0.3151032128
557	0.3149372464
558	0.314850217
559	0.314795907
560	0.3145779887
561	0.3144201962
562	0.3143027618
563	0.3141974437
564	0.3139197364
565	0.3137347826
566	0.313607377
567	0.3133769694
568	0.3132584102
569	0.313172053
570	0.3130385611
571	0.3129567927
572	0.312893923
573	0.3128530039
574	0.3127938355
575	0.3127531135
576	0.3126599132
577	0.312572564
578	0.3124425932
579	0.3122207036
580	0.312043806
581	0.3120196044
582	0.3118578473
583	0.311721427
584	0.311591201
585	0.3113674494
586	0.3111573856
587	0.3111173324
588	0.3110185477
589	0.3109013953
590	0.3104982683
591	0.3103720499
592	0.310065661
593	0.309957277
594	0.3098768212
595	0.3097819963
596	0.3097422769
597	0.3096714506
598	0.309589885
599	0.3095573792
600	0.3094504919
601	0.3093088047
602	0.3090582894
603	0.3088738762
604	0.3088520957
605	0.3088274349
606	0.3086724196
607	0.3083299827
608	0.3081288997
609	0.3079996145
610	0.3079065606
611	0.3076346024
612	0.307450603
613	0.3072667212
614	0.3069844477
615	0.3068831122
616	0.3068001131
617	0.3067712015
618	0.3064818321
619	0.3064161101
620	0.3063573712
621	0.3062729624
622	0.3060913977
623	0.3059084141
624	0.3058024224
625	0.3056842957
626	0.3055514791
627	0.3054529354
628	0.3054509942
629	0.3052944368
630	0.3050790618
631	0.3049267547
632	0.3048441576
633	0.3047264918
634	0.3045721448
635	0.3045051666
636	0.3043194071
637	0.3042057133
638	0.3040521815
639	0.3039773544
640	0.3039430747
641	0.3038752719
642	0.3037726973
643	0.3036987933
644	0.3035919393
645	0.3035560501
646	0.3034074627
647	0.3033027596
648	0.3030599925
649	0.302887545
650	0.3028790598
651	0.3026635868
652	0.3026175458
653	0.3025603501
654	0.3024578057
655	0.3023434768
656	0.3021859725
657	0.3021479115
658	0.3020092377
659	0.3019199419
660	0.3018419692
661	0.301816675
662	0.3017512244
663	0.3016880773
664	0.3015891585
665	0.3014194687
666	0.3012706993
667	0.3011423951
668	0.3010940731
669	0.3008304765
670	0.3006052938
671	0.30052187
672	0.30030887
673	0.3002129136
674	0.3001187032
675	0.299913329
676	0.2999007633
677	0.2998130625
678	0.2996879862
679	0.2995559964
680	0.2994036443
681	0.2990947656
682	0.2990204918
683	0.2989976937
684	0.2988750863
685	0.2987252575
686	0.2985941407
687	0.2984239686
688	0.2984163503
689	0.2983119796
690	0.2980949429
691	0.2978542983
692	0.2977371373
693	0.2976362899
694	0.2975645532
695	0.2974725507
696	0.2972993913
697	0.2970313663
698	0.2969283658
699	0.2968402969
700	0.2965766546
701	0.2965683
702	0.2962902581
703	0.2962353733
704	0.2961341228
705	0.2959187107
706	0.2957459924
707	0.2956830881
708	0.2955667581
709	0.2954519565
710	0.2953850369
711	0.2951439022
712	0.2950250093
713	0.2948593869
714	0.2946723009
715	0.29460003
716	0.2945617137
717	0.2944413327
718	0.2943475863
719	0.294281173
720	0.2941792237
721	0.2940376137
722	0.2938804814
723	0.2937937359
724	0.2937232259
725	0.2935773287
726	0.293487632
727	0.2934641337
728	0.2933198712
729	0.2931648465
730	0.2928417308
731	0.2927549748
732	0.2926253824
733	0.2925110395
734	0.2924259795
735	0.2923321452
736	0.2922981824
737	0.2922186231
738	0.2921151902
739	0.2920173366
740	0.2919953774
741	0.2918955042
742	0.2918390617
743	0.2915467974
744	0.2914619986
745	0.2914433972
746	0.291428533
747	0.2913459662
748	0.2912776475
749	0.2912624959
750	0.2911533247
751	0.2909894384
752	0.2908289174
753	0.2905459249
754	0.2905329501
755	0.2904583008
756	0.2902806553
757	0.2901682412
758	0.2901178047
759	0.2900673127
760	0.2899289667
761	0.2898016324
762	0.2897629462
763	0.2896859746
764	0.2895000807
765	0.2893992348
766	0.2892166915
767	0.2891082633
768	0.2889745502
769	0.2889634079
770	0.2888068597
771	0.2886361805
772	0.2885785068
773	0.2885693648
774	0.2884002962
775	0.2883837844
776	0.2883594824
777	0.288291588
778	0.2881881663
779	0.2881024909
780	0.2878871768
781	0.2877621455
782	0.2876871186
783	0.2875094738
784	0.2873447303
785	0.2872823261
786	0.2871474529
787	0.2870541808
788	0.2867656445
789	0.2865835683
790	0.2864670646
791	0.2864252191
792	0.2861351541
793	0.2859326213
794	0.2858404905
795	0.2857446157
796	0.2856651755
797	0.2855682121
798	0.285547577
799	0.2854944224
800	0.2853138354
801	0.2850060275
802	0.2849705918
803	0.2848526515
804	0.2846821419
805	0.2845352144
806	0.2842217564
807	0.2841177442
808	0.2840177089
809	0.283932251
810	0.2838247203
811	0.2837811027
812	0.2836651181
813	0.2836028727
814	0.2834092506
815	0.283107718
816	0.2830098284
817	0.2828485433
818	0.2825816944
819	0.2824778428
820	0.2823304673
821	0.2822828873
822	0.2820476457
823	0.2819166174
824	0.2818197967
825	0.2815956414
826	0.2814934431
827	0.2814788998
828	0.2813750657
829	0.2811367179
830	0.2810471396
831	0.2809799207
832	0.2809697664
833	0.2808987657
834	0.2808241116
835	0.2805380997
836	0.2805054149
837	0.2804156811
838	0.280328105
839	0.279974942
840	0.2798827393
841	0.2796956146
842	0.2796219825
843	0.2795357636
844	0.2794450883
845	0.2793341706
846	0.2792764046
847	0.2791329953
848	0.2790674639
849	0.2790024876
850	0.2789455783
851	0.2788933074
852	0.2788332496
853	0.2788058268
854	0.2786750572
855	0.2785550279
856	0.2785090528
857	0.2782924628
858	0.2780851717
859	0.2779182311
860	0.2778568236
861	0.2778016052
862	0.2777640773
863	0.2775782326
864	0.2774846015
865	0.2773654036
866	0.2773045608
867	0.2771363678
868	0.2770568313
869	0.2769303601
870	0.2767760492
871	0.2767013278
872	0.2766628716
873	0.2766085959
874	0.2764307658
875	0.2763820169
876	0.2763171617
877	0.2762413949
878	0.2760441381
879	0.2760123026
880	0.2757743738
881	0.275695172
882	0.2756326813
883	0.2755933601
884	0.2755041547
885	0.2753916614
886	0.2753854249
887	0.2753538329
888	0.2752654766
889	0.2751789544
890	0.2751361053
891	0.2751301908
892	0.2748703487
893	0.274796353
894	0.2747065247
895	0.2747027542
896	0.2746001895
897	0.2745238546
898	0.274421467
899	0.274365173
900	0.2741676106
901	0.2740979304
902	0.2740471855
903	0.2739281178
904	0.2738334072
905	0.2736345932
906	0.2733691029
907	0.2731574639
908	0.2730384619
909	0.2727668587
910	0.2726766511
911	0.2724212237
912	0.272278225
913	0.2722714686
914	0.2720263577
915	0.2718965861
916	0.2718040586
917	0.2717349957
918	0.271667677
919	0.2715808669
920	0.2713730301
921	0.2712252755
922	0.2711672751
923	0.2711020315
924	0.2708660278
925	0.2707285673
926	0.2706591002
927	0.2705275033
928	0.2704816663
929	0.2703866828
930	0.2703310665
931	0.270184514
932	0.270179273
933	0.2700658121
934	0.2699802951
935	0.2697497573
936	0.2695438857
937	0.2691955898
938	0.2690245664
939	0.2689611387
940	0.2687307321
941	0.2686525081
942	0.2685793721
943	0.2685048594
944	0.2684086667
945	0.2682242154
946	0.2681454946
947	0.2679396239
948	0.267847609
949	0.2677904172
950	0.2677078941
951	0.267637325
952	0.2674013773
953	0.2673212445
954	0.2672429711
955	0.2671900994
956	0.2670910517
957	0.2670012167
958	0.2669222923
959	0.2668007835
960	0.2665899897
961	0.2665199375
962	0.2664189795
963	0.2662929638
964	0.2660417939
965	0.2660355827
966	0.2659957341
967	0.2657378802
968	0.2656742822
969	0.2654440607
970	0.2653645076
971	0.2651396604
972	0.2649431746
973	0.2646400486
974	0.2645302533
975	0.2644978634
976	0.264358327
977	0.2642487522
978	0.264202627
979	0.2638605546
980	0.2637007173
981	0.2635812535
982	0.2635411958
983	0.2634460037
984	0.2633242951
985	0.2632621614
986	0.2632126179
987	0.262930644
988	0.2628784038
989	0.2626484312
990	0.2624883325
991	0.2621399809
992	0.2620266636
993	0.2619797081
994	0.261929856
995	0.2618548163
996	0.2616416186
997	0.2615935635
998	0.2615083926
999	0.2613671791
24
86943
